username,user_rating,first_line_percentage,second_line_percentage,third_line_percentage,bad_moves_percentage
Khalid2023,1500,57.14,28.57,0.00,14.29
Khalid2023,1553,56.00,16.00,16.00,12.00
Khalid2023,1548,69.23,7.69,13.46,9.62
Khalid2023,1542,60.00,10.00,30.00,0.00
Khalid2023,1645,35.71,10.71,50.00,3.57
Khalid2023,1548,55.56,7.41,25.93,11.11
Khalid2023,1553,66.67,11.11,14.81,7.41
Khalid2023,1559,46.15,0.00,38.46,15.38
Khalid2023,1552,70.27,8.11,13.51,8.11
Khalid2023,1559,33.33,22.22,33.33,11.11
Khalid2023,1564,42.11,31.58,26.32,0.00
Khalid2023,1558,86.67,10.00,0.00,3.33
Khalid2023,1564,63.89,8.33,22.22,2.78
Khalid2023,1559,35.00,45.00,5.00,15.00
Khalid2023,1553,64.29,7.14,21.43,7.14
Khalid2023,1559,48.28,17.24,34.48,0.00
Khalid2023,1566,57.78,15.56,15.56,11.11
Khalid2023,1560,84.85,6.06,6.06,3.03
Khalid2023,1555,79.01,4.94,3.70,12.35
Khalid2023,1560,42.86,28.57,28.57,0.00
Khalid2023,1555,64.71,11.76,8.82,14.71
Khalid2023,1550,72.22,11.11,11.11,5.56
Khalid2023,1544,83.87,9.68,3.23,3.23
Khalid2023,1539,67.92,5.66,7.55,18.87
Khalid2023,1533,58.33,4.17,16.67,20.83
Khalid2023,1527,67.74,16.13,9.68,6.45
Khalid2023,1528,65.62,18.75,3.12,12.50
Khalid2023,1522,80.00,0.00,20.00,0.00
Khalid2023,1517,56.00,20.00,24.00,0.00
Khalid2023,1524,66.67,11.11,11.11,11.11
Khalid2023,1530,50.00,21.43,25.00,3.57
Khalid2023,1535,58.82,17.65,17.65,5.88
Khalid2023,1541,33.33,16.67,33.33,16.67
Khalid2023,1537,63.83,17.02,10.64,8.51
Khalid2023,1536,85.25,9.84,3.28,1.64
Khalid2023,1541,52.63,21.05,21.05,5.26
Khalid2023,1536,76.92,15.38,7.69,0.00
Khalid2023,1542,50.00,15.38,23.08,11.54
Khalid2023,1548,52.38,11.90,14.29,21.43
Khalid2023,1553,64.10,17.95,15.38,2.56
Khalid2023,1547,63.64,9.09,12.12,15.15
Khalid2023,1540,83.33,0.00,0.00,16.67
Khalid2023,1545,51.85,25.93,3.70,18.52
Khalid2023,1538,61.11,0.00,16.67,22.22
Khalid2023,1544,29.41,17.65,52.94,0.00
Khalid2023,1549,71.43,14.29,3.57,10.71
Khalid2023,1543,66.67,11.11,22.22,0.00
Khalid2023,1549,66.67,0.00,27.78,5.56
Khalid2023,1543,53.12,9.38,18.75,18.75
Khalid2023,1549,60.00,12.00,24.00,4.00
Khalid2023,1544,70.00,10.00,20.00,0.00
Khalid2023,1548,43.48,17.39,26.09,13.04
Khalid2023,1556,63.33,13.33,16.67,6.67
Khalid2023,1561,63.64,6.06,15.15,15.15
Khalid2023,1567,57.14,3.57,39.29,0.00
Khalid2023,1561,67.86,7.14,17.86,7.14
Khalid2023,1567,28.57,7.14,57.14,7.14
Khalid2023,1573,73.08,7.69,19.23,0.00
Khalid2023,1580,56.67,10.00,26.67,6.67
Khalid2023,1580,56.00,12.00,22.00,10.00
Khalid2023,1573,78.26,8.70,0.00,13.04
Khalid2023,1578,52.00,12.00,24.00,12.00
Khalid2023,1583,47.83,21.74,30.43,0.00
Khalid2023,1589,53.85,0.00,38.46,7.69
Khalid2023,1594,52.83,22.64,24.53,0.00
Khalid2023,1599,72.50,15.00,10.00,2.50
Khalid2023,1593,44.44,16.67,16.67,22.22
Khalid2023,1593,78.12,3.12,3.12,15.62
Khalid2023,1587,78.38,8.11,5.41,8.11
Khalid2023,1593,69.23,0.00,23.08,7.69
Khalid2023,1587,87.50,4.17,0.00,8.33
Khalid2023,1581,66.67,20.83,8.33,4.17
Khalid2023,1575,57.14,7.14,35.71,0.00
Khalid2023,1569,64.71,26.47,5.88,2.94
Khalid2023,1563,63.41,19.51,4.88,12.20
Khalid2023,1557,46.67,13.33,20.00,20.00
Khalid2023,1563,50.00,10.00,23.33,16.67
Khalid2023,1567,75.00,12.50,12.50,0.00
Khalid2023,1572,27.27,18.18,45.45,9.09
Khalid2023,1578,44.44,11.11,44.44,0.00
Khalid2023,1572,57.14,7.14,21.43,14.29
Khalid2023,1578,44.44,25.00,30.56,0.00
Khalid2023,1584,58.82,14.71,14.71,11.76
Khalid2023,1579,61.11,22.22,5.56,11.11
Khalid2023,1573,54.55,13.64,22.73,9.09
Khalid2023,1579,54.55,18.18,27.27,0.00
Khalid2023,1572,46.43,14.29,35.71,3.57
Khalid2023,1574,86.67,6.67,0.00,6.67
Khalid2023,1578,54.29,8.57,14.29,22.86
Khalid2023,1578,61.22,14.29,20.41,4.08
Khalid2023,1574,48.78,17.07,4.88,29.27
Khalid2023,1579,55.71,21.43,21.43,1.43
Khalid2023,1586,55.56,8.33,30.56,5.56
Khalid2023,1592,69.23,7.69,23.08,0.00
Khalid2023,1597,76.60,6.38,6.38,10.64
Khalid2023,1595,68.42,10.53,0.00,21.05
Khalid2023,1594,68.57,11.43,20.00,0.00
Khalid2023,1589,85.00,8.33,6.67,0.00
Khalid2023,1584,74.51,11.76,11.76,1.96
Khalid2023,1576,62.07,10.34,27.59,0.00
Khalid2023,1583,56.52,13.04,26.09,4.35
Khalid2023,1577,75.00,7.50,10.00,7.50
Khalid2023,1582,40.00,20.00,30.00,10.00
Khalid2023,1588,62.79,20.93,16.28,0.00
Khalid2023,1582,45.45,18.18,31.82,4.55
Khalid2023,1575,75.00,15.00,5.00,5.00
Khalid2023,1575,59.46,16.22,5.41,18.92
Khalid2023,1581,50.00,50.00,0.00,0.00
Khalid2023,1586,41.67,12.50,45.83,0.00
Khalid2023,1580,55.10,12.24,22.45,10.20
Khalid2023,1574,72.97,16.22,5.41,5.41
Khalid2023,1574,75.86,3.45,13.79,6.90
Khalid2023,1569,70.37,14.81,11.11,3.70
Khalid2023,1562,44.74,13.16,36.84,5.26
Khalid2023,1562,56.76,5.41,5.41,32.43
Khalid2023,1568,62.50,25.00,12.50,0.00
Khalid2023,1575,62.07,10.34,17.24,10.34
Khalid2023,1571,75.00,7.14,7.14,10.71
Khalid2023,1566,70.83,2.08,0.00,27.08
Khalid2023,1572,64.52,16.13,19.35,0.00
Khalid2023,1577,73.68,10.53,10.53,5.26
Khalid2023,1582,51.72,20.69,20.69,6.90
Khalid2023,1576,55.56,11.11,14.81,18.52
Khalid2023,1576,72.00,24.00,4.00,0.00
Khalid2023,1582,58.33,8.33,33.33,0.00
Khalid2023,1577,86.21,10.34,0.00,3.45
Khalid2023,1571,46.15,30.77,15.38,7.69
Khalid2023,1577,55.00,5.00,35.00,5.00
Khalid2023,1572,68.18,9.09,9.09,13.64
Khalid2023,1564,80.49,9.76,9.76,0.00
Khalid2023,1569,33.33,25.00,25.00,16.67
Khalid2023,1575,87.50,0.00,0.00,12.50
Khalid2023,1570,88.89,11.11,0.00,0.00
Khalid2023,1576,53.57,17.86,21.43,7.14
Khalid2023,1569,58.82,5.88,11.76,23.53
Khalid2023,1563,56.25,15.62,9.38,18.75
Khalid2023,1568,41.03,10.26,17.95,30.77
Khalid2023,1574,48.65,27.03,10.81,13.51
Khalid2023,1569,54.76,21.43,7.14,16.67
Khalid2023,1574,73.91,8.70,8.70,8.70
Khalid2023,1580,66.67,5.56,5.56,22.22
Khalid2023,1584,68.57,17.14,14.29,0.00
Khalid2023,1579,63.16,5.26,5.26,26.32
Khalid2023,1573,65.38,15.38,11.54,7.69
Khalid2023,1579,59.09,18.18,22.73,0.00
Khalid2023,1584,51.72,6.90,34.48,6.90
Khalid2023,1579,64.00,20.00,16.00,0.00
Khalid2023,1585,50.00,37.50,0.00,12.50
Khalid2023,1590,58.82,17.65,17.65,5.88
Khalid2023,1596,56.67,10.00,33.33,0.00
Khalid2023,1601,40.00,22.86,31.43,5.71
Khalid2023,1608,71.43,0.00,19.05,9.52
Khalid2023,1602,66.67,16.67,0.00,16.67
Khalid2023,1609,52.00,24.00,16.00,8.00
Khalid2023,1615,58.33,25.00,16.67,0.00
Khalid2023,1621,59.62,9.62,26.92,3.85
Khalid2023,1626,66.67,12.82,20.51,0.00
Khalid2023,1620,84.21,10.53,0.00,5.26
Khalid2023,1615,71.88,6.25,3.12,18.75
Khalid2023,1608,55.56,11.11,19.44,13.89
Khalid2023,1615,60.00,10.00,30.00,0.00
Khalid2023,1620,50.00,11.76,35.29,2.94
Khalid2023,1626,49.15,11.86,10.17,28.81
Khalid2023,1632,60.61,12.12,18.18,9.09
Khalid2023,1637,68.89,8.89,6.67,15.56
Khalid2023,1632,65.52,20.69,13.79,0.00
Khalid2023,1639,75.56,6.67,8.89,8.89
Khalid2023,1645,67.86,17.86,0.00,14.29
Khalid2023,1650,54.55,9.09,9.09,27.27
Khalid2023,1645,62.50,25.00,4.17,8.33
Khalid2023,1639,77.78,8.89,4.44,8.89
Khalid2023,1645,52.00,12.00,36.00,0.00
Khalid2023,1640,70.83,8.33,12.50,8.33
Khalid2023,1635,55.77,23.08,7.69,13.46
Khalid2023,1629,80.65,12.90,3.23,3.23
Khalid2023,1629,75.68,16.22,5.41,2.70
Khalid2023,1635,70.59,2.94,14.71,11.76
Khalid2023,1630,58.33,13.89,11.11,16.67
Khalid2023,1636,75.00,4.17,16.67,4.17
Khalid2023,1630,70.27,18.92,5.41,5.41
Khalid2023,1635,69.09,9.09,16.36,5.45
Khalid2023,1635,70.91,14.55,10.91,3.64
Khalid2023,1641,39.29,17.86,39.29,3.57
Khalid2023,1669,50.00,11.54,34.62,3.85
Khalid2023,1690,60.71,17.86,3.57,17.86
Khalid2023,1663,86.96,4.35,2.17,6.52
Khalid2023,1636,75.00,8.33,8.33,8.33
Khalid2023,1666,64.71,8.82,11.76,14.71
Khalid2023,1693,56.41,17.95,17.95,7.69
Khalid2023,1665,59.26,3.70,18.52,18.52
cerenkarablut,1179,16.67,25.00,50.00,8.33
cerenkarablut,1007,55.56,3.70,37.04,3.70
cerenkarablut,1009,66.67,9.52,23.81,0.00
cerenkarablut,1013,51.22,17.07,31.71,0.00
cerenkarablut,1013,44.83,20.69,34.48,0.00
cerenkarablut,1009,44.44,5.56,27.78,22.22
cerenkarablut,1039,57.14,0.00,42.86,0.00
cerenkarablut,1012,64.44,11.11,22.22,2.22
cerenkarablut,1004,34.78,4.35,47.83,13.04
cerenkarablut,1185,44.44,0.00,44.44,11.11
cerenkarablut,998,40.00,5.00,45.00,10.00
cerenkarablut,998,59.26,7.41,33.33,0.00
cerenkarablut,999,25.93,22.22,33.33,18.52
cerenkarablut,999,34.62,15.38,46.15,3.85
cerenkarablut,988,50.00,17.86,32.14,0.00
cerenkarablut,982,55.56,13.89,22.22,8.33
cerenkarablut,986,42.11,10.53,36.84,10.53
cerenkarablut,987,13.33,13.33,6.67,66.67
cerenkarablut,987,51.85,3.70,40.74,3.70
cerenkarablut,987,36.67,10.00,50.00,0.00
cerenkarablut,977,54.55,0.00,18.18,27.27
cerenkarablut,966,41.18,23.53,11.76,23.53
cerenkarablut,960,50.00,6.25,18.75,25.00
cerenkarablut,968,17.65,17.65,23.53,41.18
cerenkarablut,1021,66.67,9.09,21.21,3.03
cerenkarablut,1028,70.91,14.55,5.45,9.09
cerenkarablut,971,33.33,5.56,55.56,5.56
cerenkarablut,976,25.00,4.17,62.50,8.33
cerenkarablut,1042,50.00,14.29,35.71,0.00
cerenkarablut,980,50.00,16.67,29.17,4.17
cerenkarablut,973,34.78,13.04,8.70,43.48
cerenkarablut,979,61.02,15.25,18.64,5.08
cerenkarablut,1037,42.50,15.00,15.00,27.50
cerenkarablut,984,73.68,10.53,10.53,5.26
cerenkarablut,984,72.97,5.41,8.11,10.81
cerenkarablut,989,45.45,18.18,31.82,4.55
cerenkarablut,1046,53.06,4.08,18.37,24.49
cerenkarablut,1058,35.00,20.00,40.00,5.00
cerenkarablut,993,52.63,15.79,21.05,10.53
cerenkarablut,987,42.86,7.14,39.29,10.71
cerenkarablut,991,45.71,0.00,54.29,0.00
cerenkarablut,983,59.09,13.64,27.27,0.00
cerenkarablut,984,34.62,15.38,42.31,7.69
cerenkarablut,985,48.15,14.81,33.33,3.70
cerenkarablut,991,40.54,8.11,45.95,5.41
cerenkarablut,997,56.52,4.35,30.43,4.35
cerenkarablut,1002,44.44,14.81,40.74,0.00
cerenkarablut,1069,66.67,3.33,20.00,10.00
cerenkarablut,1007,35.00,20.00,45.00,0.00
cerenkarablut,1078,66.15,15.38,18.46,0.00
cerenkarablut,1090,50.00,16.67,33.33,0.00
cerenkarablut,1011,51.52,6.06,36.36,6.06
cerenkarablut,1016,46.67,26.67,26.67,0.00
cerenkarablut,1100,40.91,9.09,40.91,9.09
cerenkarablut,1021,52.17,8.70,34.78,4.35
cerenkarablut,1027,44.83,17.24,31.03,6.90
cerenkarablut,1032,67.31,5.77,25.00,1.92
cerenkarablut,1027,58.06,16.13,16.13,9.68
cerenkarablut,1021,44.00,8.00,24.00,24.00
cerenkarablut,1026,26.67,6.67,60.00,6.67
cerenkarablut,1031,70.27,5.41,24.32,-2.70
cerenkarablut,1023,39.53,20.93,39.53,0.00
cerenkarablut,1024,45.83,20.83,29.17,4.17
cerenkarablut,1027,54.55,9.09,36.36,0.00
cerenkarablut,1033,28.57,7.14,35.71,28.57
cerenkarablut,1038,29.41,11.76,52.94,5.88
cerenkarablut,1038,72.73,0.00,0.00,27.27
cerenkarablut,1026,44.44,16.67,33.33,5.56
cerenkarablut,1028,40.00,13.33,46.67,0.00
cerenkarablut,1035,41.67,12.50,41.67,4.17
cerenkarablut,1036,65.85,14.63,17.07,2.44
cerenkarablut,1042,40.00,12.00,36.00,12.00
cerenkarablut,1050,46.15,15.38,30.77,7.69
cerenkarablut,1057,50.00,0.00,46.43,3.57
cerenkarablut,1057,50.00,10.71,21.43,17.86
cerenkarablut,1057,44.00,8.00,24.00,24.00
cerenkarablut,1057,45.00,12.50,10.00,32.50
cerenkarablut,1057,33.33,20.51,28.21,17.95
cerenkarablut,1063,48.00,8.00,40.00,4.00
cerenkarablut,1064,42.86,4.76,45.24,7.14
cerenkarablut,1054,46.67,6.67,33.33,10.00
cerenkarablut,1062,22.22,33.33,22.22,22.22
cerenkarablut,1065,60.38,13.21,26.42,0.00
cerenkarablut,1058,36.84,5.26,47.37,10.53
cerenkarablut,1190,52.38,23.81,14.29,9.52
cerenkarablut,1199,28.57,21.43,28.57,21.43
cerenkarablut,1058,51.28,17.95,25.64,5.13
cerenkarablut,1115,51.28,10.26,20.51,17.95
cerenkarablut,1116,55.56,0.00,33.33,11.11
cerenkarablut,1222,34.78,13.04,47.83,0.00
cerenkarablut,1244,41.18,0.00,11.76,47.06
cerenkarablut,1258,50.00,15.38,30.77,3.85
cerenkarablut,1271,26.32,10.53,47.37,15.79
cerenkarablut,1273,61.11,5.56,33.33,0.00
cerenkarablut,1291,50.00,13.33,36.67,0.00
cerenkarablut,1322,27.78,16.67,50.00,5.56
cerenkarablut,1338,44.83,13.79,31.03,10.34
cerenkarablut,1347,29.17,25.00,33.33,12.50
cerenkarablut,1383,44.44,22.22,22.22,11.11
cerenkarablut,1385,15.79,15.79,57.89,10.53
cerenkarablut,1416,46.43,7.14,42.86,3.57
cerenkarablut,1327,39.13,4.35,56.52,0.00
cerenkarablut,1459,62.50,0.00,25.00,12.50
cerenkarablut,1491,47.62,9.52,38.10,4.76
cerenkarablut,1727,52.63,10.53,15.79,21.05
cerenkarablut,1500,40.00,8.00,4.00,48.00
cerenkarablut,1064,46.43,14.29,39.29,0.00
cerenkarablut,1064,33.33,3.70,51.85,11.11
cerenkarablut,1064,60.71,17.86,21.43,0.00
cerenkarablut,1064,42.50,7.50,32.50,12.50
cerenkarablut,1064,52.00,4.00,40.00,4.00
cerenkarablut,1064,51.85,14.81,29.63,3.70
cerenkarablut,1064,42.86,21.43,35.71,0.00
cerenkarablut,1067,48.98,12.24,10.20,28.57
cerenkarablut,1067,46.43,14.29,32.14,7.14
cerenkarablut,1067,52.27,9.09,22.73,11.36
cerenkarablut,1067,40.00,40.00,0.00,20.00
cerenkarablut,1055,50.00,3.12,40.62,6.25
cerenkarablut,1048,57.58,6.06,30.30,3.03
cerenkarablut,1033,60.00,20.00,20.00,0.00
cerenkarablut,1034,47.62,9.52,38.10,4.76
cerenkarablut,1116,42.86,5.71,42.86,8.57
cerenkarablut,1037,75.00,0.00,0.00,25.00
cerenkarablut,1037,48.00,24.00,28.00,0.00
cerenkarablut,1038,58.33,12.50,29.17,0.00
cerenkarablut,1039,66.67,4.17,27.08,0.00
cerenkarablut,1039,56.00,12.00,32.00,0.00
cerenkarablut,1025,50.00,16.67,29.17,4.17
cerenkarablut,1018,33.33,10.00,36.67,20.00
cerenkarablut,1018,44.00,12.00,44.00,0.00
cerenkarablut,1018,59.62,11.54,26.92,1.92
cerenkarablut,1018,45.83,12.50,29.17,12.50
cerenkarablut,1019,57.14,21.43,21.43,0.00
cerenkarablut,1019,70.97,16.13,9.68,3.23
cerenkarablut,1019,48.48,12.12,27.27,12.12
cerenkarablut,1009,38.46,11.54,46.15,3.85
cerenkarablut,1122,20.83,4.17,66.67,8.33
cerenkarablut,1134,42.86,5.71,51.43,0.00
cerenkarablut,1154,57.14,16.33,22.45,4.08
cerenkarablut,1159,55.56,16.67,22.22,5.56
cerenkarablut,1165,59.46,13.51,27.03,0.00
cerenkarablut,1142,69.70,12.12,9.09,9.09
cerenkarablut,1146,67.39,8.70,19.57,0.00
cerenkarablut,1176,60.61,15.15,24.24,0.00
cerenkarablut,1190,67.92,9.43,22.64,0.00
cerenkarablut,1207,33.33,7.41,51.85,7.41
cerenkarablut,1188,53.57,17.86,21.43,7.14
cerenkarablut,1173,63.16,15.79,10.53,10.53
cerenkarablut,1017,39.13,17.39,43.48,0.00
cerenkarablut,1009,50.00,10.00,35.00,5.00
cerenkarablut,1017,40.91,22.73,31.82,4.55
cerenkarablut,1194,55.56,14.81,25.93,3.70
cerenkarablut,1500,52.38,0.00,42.86,4.76
cerenkarablut,1218,32.14,3.57,57.14,7.14
cerenkarablut,1025,28.57,10.71,57.14,3.57
cerenkarablut,1032,50.00,15.00,35.00,0.00
cerenkarablut,1040,47.83,4.35,34.78,13.04
cerenkarablut,1192,56.41,7.69,30.77,2.56
cerenkarablut,1050,46.67,13.33,33.33,6.67
cerenkarablut,1057,55.56,11.11,27.78,5.56
cerenkarablut,1166,45.83,20.83,20.83,12.50
cerenkarablut,1144,62.50,15.62,12.50,9.38
cerenkarablut,1067,50.00,6.25,43.75,0.00
cerenkarablut,1077,56.00,8.00,20.00,16.00
cerenkarablut,1065,60.00,5.71,25.71,8.57
cerenkarablut,1055,34.38,18.75,46.88,0.00
cerenkarablut,1044,56.67,16.67,10.00,16.67
cerenkarablut,1044,38.89,8.33,36.11,16.67
cerenkarablut,1054,39.13,8.70,34.78,17.39
cerenkarablut,1044,45.45,18.18,36.36,0.00
cerenkarablut,1054,70.00,15.00,15.00,0.00
cerenkarablut,1041,60.00,10.00,16.67,13.33
cerenkarablut,1040,62.86,7.14,21.43,7.14
cerenkarablut,1052,42.86,21.43,14.29,21.43
cerenkarablut,1039,57.14,8.57,31.43,2.86
cerenkarablut,1026,42.11,15.79,36.84,5.26
cerenkarablut,1032,64.29,4.76,23.81,4.76
cerenkarablut,1044,77.14,5.71,14.29,2.86
cerenkarablut,1057,57.50,10.00,30.00,0.00
cerenkarablut,1045,45.45,9.09,39.39,6.06
cerenkarablut,1061,46.15,7.69,30.77,15.38
cerenkarablut,1083,68.75,6.25,21.88,3.12
cerenkarablut,1062,54.84,9.68,32.26,3.23
cerenkarablut,1047,58.82,11.76,23.53,5.88
cerenkarablut,1029,39.29,17.86,35.71,7.14
